sale_id,customer_name,product_name,product_category,quantity,price,discount,sale_date,payment_method,sales_rep_name,customer_email,customer_phone,shipping_address,order_status
151,Harvey Eitter,Pepper - Scotch Bonnet,electronics,51,186.73,0.06,3/26/2020,cash,Dorolisa Golt,dgolt46@a8.net,626-607-1782,4142 Fulton Pass,shipped
152,Edna Castagnone,"Cheese - Cheddar, Mild",clothing,52,641.38,0.93,6/26/2021,credit card,Bud Aronin,baronin47@disqus.com,730-231-9195,3 Luster Junction,shipped
153,Sonia Liggons,"Beef - Rib Roast, Capless",food,79,917.71,0.47,8/13/2021,credit card,Constantina Shrimpling,cshrimpling48@google.pl,343-281-9629,15788 Ilene Circle,shipped
154,Ashleigh Nys,"Veal - Round, Eye Of",food,2,715.34,0.66,8/18/2020,cash,Klarrisa Godfroy,kgodfroy49@homestead.com,938-312-0709,65 Graedel Alley,delivered
155,Fulvia Lemery,Cherries - Frozen,electronics,21,357.61,0.21,6/21/2021,debit card,Hanny Pearsey,hpearsey4a@hexun.com,662-586-4643,22 Northland Drive,shipped
156,Nefen Arnoldi,Cinnamon Rolls,clothing,40,265.31,0.91,3/9/2021,debit card,Tedie Orbell,torbell4b@wunderground.com,195-549-3852,70101 Buena Vista Pass,delivered
157,Dorry Pinel,Beef - Top Butt,electronics,13,843.89,0.28,1/10/2020,cash,Blakeley Glading,bglading4c@cpanel.net,296-123-9287,215 Waubesa Road,delivered
158,Concettina Durnan,Soup - French Can Pea,food,17,246.79,0.86,2/19/2021,credit card,Alla Bocke,abocke4d@indiatimes.com,602-671-3016,9 Forest Dale Road,pending
159,Wylma Leeson,Hagen Daza - Dk Choocolate,clothing,77,637,0.51,6/12/2021,debit card,Keir McKern,kmckern4e@youtu.be,854-177-1105,12 Mesta Drive,shipped
160,Mufi Swiggs,Plastic Arrow Stir Stick,food,14,237.58,0.34,7/18/2020,debit card,Alric Easom,aeasom4f@salon.com,581-135-4832,0197 Del Mar Way,pending
161,Bill Glading,"Sauce - White, Mix",food,43,709.22,0.03,12/13/2020,cash,Jillayne Chase,jchase4g@tripod.com,369-212-5754,4 Montana Trail,pending
162,Irena Ambroise,Wine - Cabernet Sauvignon,food,24,995.45,0.15,3/5/2021,cash,Richard Quodling,rquodling4h@hatena.ne.jp,232-326-6110,5744 Anniversary Circle,delivered
163,Gustavo Gwynn,Cheese - Cottage Cheese,food,19,345.56,0.79,3/15/2020,cash,Margarette Duffy,mduffy4i@google.com.hk,297-711-5022,186 Lyons Street,delivered
164,Sharron Worlock,"Crush - Orange, 355ml",electronics,47,798.7,0.88,4/18/2020,credit card,Bliss Whyberd,bwhyberd4j@howstuffworks.com,976-362-2458,2 Hooker Junction,delivered
165,Diane Worsfold,Rice Wine - Aji Mirin,food,3,636.67,0.46,1/31/2020,cash,Lolly Arnout,larnout4k@tamu.edu,306-596-5349,2 Morning Junction,shipped
166,Auroora Germaine,"Pork - Ham, Virginia",clothing,3,966.49,0.34,8/21/2021,credit card,Gertruda Reid,greid4l@irs.gov,936-738-7478,07 Miller Center,delivered
167,Pandora Pidwell,Carbonated Water - Raspberry,clothing,33,324.93,0.86,4/8/2020,credit card,Shannon Treslove,streslove4m@gizmodo.com,873-491-4610,21 Brentwood Crossing,pending
168,Marlane Whittier,Shrimp - Black Tiger 13/15,electronics,31,875.77,0.81,4/3/2020,cash,Vergil Martyn,vmartyn4n@abc.net.au,309-499-1397,3 Hooker Court,delivered
169,Selle Brandreth,Crackers - Melba Toast,electronics,76,608.9,0.4,3/5/2020,debit card,Aarika Skelcher,askelcher4o@histats.com,789-379-8381,9 Fisk Lane,shipped
170,Otis O'Farrell,Wine - Cave Springs Dry Riesling,electronics,67,409.28,0.03,8/26/2020,cash,Cecelia Borwick,cborwick4p@google.com.au,872-884-0826,0 2nd Lane,delivered
171,Beauregard Woodhams,"Pork - Bacon, Sliced",electronics,18,539.36,0.29,2/4/2021,credit card,Jordana Rouby,jrouby4q@google.com.hk,305-883-2925,89605 8th Road,pending
172,Reinhard Wreiford,Wine - Chablis J Moreau Et Fils,clothing,36,374.88,0.38,11/20/2020,debit card,Nick Ludgrove,nludgrove4r@cnet.com,819-931-0332,624 Green Circle,pending
173,Clarke Gavrieli,Compound - Passion Fruit,electronics,62,535.04,0.14,9/16/2020,debit card,Kip Calyton,kcalyton4s@stanford.edu,429-379-4365,07864 Ohio Terrace,shipped
174,Megan Morland,Fennel - Seeds,food,42,556.94,0.86,4/7/2021,debit card,Adrienne Nutton,anutton4t@flickr.com,561-108-6134,6777 Bonner Place,shipped
175,Catlin Shimony,"7up Diet, 355 Ml",food,4,350.55,0.97,6/2/2020,debit card,Mellisa Soffe,msoffe4u@ibm.com,675-632-9640,09400 Blackbird Terrace,pending
176,Billy Marten,Nantuket Peach Orange,clothing,45,132.38,0.84,12/13/2020,cash,Nedi Peyro,npeyro4v@istockphoto.com,151-971-7176,040 Clarendon Way,delivered
177,Demetra Colnett,Garam Marsala,clothing,11,629.56,0.75,1/25/2021,debit card,Maurise Giraudo,mgiraudo4w@slashdot.org,222-178-4481,5 Hauk Street,pending
178,Jerrilyn Marcombe,"Wine - Red, Black Opal Shiraz",food,52,598.57,0.08,8/28/2020,cash,Domini Simmons,dsimmons4x@buzzfeed.com,938-636-0536,91 Hanson Plaza,delivered
179,Zach Askam,Water - Aquafina Vitamin,clothing,99,455.31,0.34,6/10/2021,credit card,Nanon Keegan,nkeegan4y@youtube.com,430-879-3346,0 Westridge Lane,pending
180,Inger Yitzhakof,Squid - U - 10 Thailand,clothing,13,990.84,0.3,1/17/2020,credit card,Marisa Rosten,mrosten4z@sina.com.cn,388-417-4436,64 American Ash Hill,pending
181,Gwen Pearsey,Juice - Ocean Spray Cranberry,food,67,870.4,0.91,6/28/2020,credit card,Katheryn Crolla,kcrolla50@jiathis.com,932-767-0749,66 Anniversary Way,shipped
182,Philipa Cochern,Pears - Bartlett,clothing,15,137.89,0.99,2/9/2021,cash,Ara Barnsdale,abarnsdale51@earthlink.net,643-739-4535,737 Hansons Circle,delivered
183,Toby Rapo,Veal - Striploin,food,6,927.94,0.67,5/7/2020,cash,Jenny Maudsley,jmaudsley52@vistaprint.com,581-628-2483,94433 Sachs Crossing,pending
184,Carey Peltzer,Chicken - Whole Fryers,electronics,25,859.1,0.66,7/16/2020,credit card,Salomi Greenland,sgreenland53@slashdot.org,887-848-7886,0 Golf Place,delivered
185,Maximo Trye,Veal Inside - Provimi,electronics,13,518.46,0.59,8/22/2021,cash,Ninette Mapes,nmapes54@hud.gov,858-981-9718,8045 Bartillon Point,delivered
186,Doy MacAllen,Appetizer - Shrimp Puff,food,34,993.98,0.85,11/20/2020,cash,Selina Bonham,sbonham55@yahoo.co.jp,565-681-7192,3013 Gerald Lane,delivered
187,Babbie Krugmann,"Cookies - Oreo, 4 Pack",electronics,10,223.65,0.03,11/22/2021,debit card,Brita Grinov,bgrinov56@rambler.ru,143-552-6491,10019 8th Drive,pending
188,Kimball Artiss,Chicken - White Meat With Tender,food,69,879.7,0.25,6/7/2020,debit card,Tiertza Banbury,tbanbury57@discovery.com,641-192-6093,88932 East Parkway,delivered
189,Iseabal Stroband,"Juice - Tomato, 48 Oz",clothing,59,979.81,0.69,1/5/2020,debit card,Boycie Tavernor,btavernor58@live.com,772-460-1898,7237 Kennedy Drive,shipped
190,Janaya McManamen,Truffle Cups Green,food,90,163.51,0.43,6/13/2021,debit card,Sheryl Siegertsz,ssiegertsz59@tinypic.com,641-533-4809,593 Arapahoe Trail,pending
191,Kellia Smithson,Aspic - Light,electronics,98,553.03,0.4,2/20/2020,credit card,Tome O'Sesnane,tosesnane5a@google.com.hk,737-461-1210,35870 Melrose Crossing,shipped
192,Manny Coronado,"Rum - Spiced, Captain Morgan",clothing,25,713.2,0.29,5/9/2020,credit card,Mitchell Lamp,mlamp5b@bravesites.com,201-788-1870,661 Goodland Center,shipped
193,Daniela Broadwood,Chicken Giblets,clothing,22,422.99,0.15,8/7/2021,credit card,Sawyer McGeneay,smcgeneay5c@comsenz.com,330-789-7842,985 Petterle Trail,pending
194,Daron Taunton.,Emulsifier,electronics,60,922.03,0.18,2/12/2021,cash,Iosep Barefoot,ibarefoot5d@marketwatch.com,684-138-2483,0 Katie Hill,pending
195,Amelia Nutley,"Turnip - White, Organic",electronics,32,913.98,0.33,9/12/2021,credit card,Bonnibelle Roast,broast5e@ucsd.edu,821-937-6483,9212 Esker Point,delivered
196,Gilligan Bedow,"Cookies - Oreo, 4 Pack",electronics,7,106.64,0.28,8/6/2020,credit card,Griz Joysey,gjoysey5f@topsy.com,872-462-3626,014 Forest Dale Circle,pending
197,Aluin Houson,Smoked Paprika,food,62,754.55,0.84,11/25/2021,cash,Christiana Puckrin,cpuckrin5g@prnewswire.com,880-863-4186,11625 Reinke Drive,shipped
198,Nevil Schimke,Puree - Blackcurrant,electronics,31,456.13,0.55,5/25/2021,credit card,Neila Parmby,nparmby5h@cpanel.net,807-313-9482,91 Delaware Drive,shipped
199,Sheena Elliman,Island Oasis - Sweet And Sour Mix,electronics,65,53.89,0.33,12/8/2020,credit card,Talbert Hardwich,thardwich5i@aboutads.info,457-812-9724,45 Lake View Pass,delivered
200,Nicolette Gallamore,Cheese - Cottage Cheese,electronics,23,597.65,0.53,6/24/2021,credit card,Sean Schmuhl,sschmuhl5j@tripadvisor.com,934-481-1844,39865 John Wall Hill,shipped
201,Nance Dallimore,Apple - Macintosh,food,12,880.48,0.9,10/25/2020,debit card,Aviva Turnpenny,aturnpenny5k@archive.org,220-383-4686,67 Ridge Oak Lane,pending
202,Pavlov Layus,Cookies - Englishbay Oatmeal,electronics,44,934.98,0.96,3/31/2021,credit card,Marianna Attree,mattree5l@acquirethisname.com,288-575-8365,4899 Algoma Plaza,pending
203,Laurens Malan,Wine - Segura Viudas Aria Brut,electronics,37,573.45,0.47,1/27/2021,credit card,Dulcie Wallenger,dwallenger5m@skyrock.com,140-264-6490,700 Lillian Place,pending
204,Barny Stockoe,Flour - Fast / Rapid,food,39,393.25,0.98,3/10/2020,debit card,Patrizius Herity,pherity5n@webnode.com,416-508-0293,353 Sunbrook Street,delivered
205,Leyla Romero,Butter - Pod,food,60,422.71,0.48,9/8/2020,cash,Erhard Prendergrass,eprendergrass5o@instagram.com,157-685-4944,12 Kenwood Junction,shipped
206,Brit Gollin,Crab - Soft Shell,food,77,143.28,0.85,3/21/2021,cash,Ashla Costain,acostain5p@virginia.edu,244-174-9692,51383 Westerfield Trail,pending
207,Moises Metzel,"Rice Pilaf, Dry,package",clothing,38,746.92,0.03,12/11/2020,debit card,Tracie Iamittii,tiamittii5q@washington.edu,654-205-5489,95 Dorton Park,delivered
208,Concettina Tarn,Pasta - Cheese / Spinach Bauletti,clothing,18,401.93,0.7,11/19/2020,debit card,Yoshi Gentreau,ygentreau5r@gov.uk,520-352-1561,26695 Canary Way,shipped
209,Ina Livesay,Pepper - Cubanelle,electronics,13,940.08,0.99,9/3/2020,cash,Therese Franzonello,tfranzonello5s@whitehouse.gov,167-931-4316,5 Summit Place,shipped
210,Phip Gadaud,Bread - White Epi Baguette,electronics,19,704.67,0.04,3/26/2021,credit card,Gus Chaston,gchaston5t@quantcast.com,897-233-0398,7 Mendota Circle,pending
211,Mavis Goodere,Water - Spring 1.5lit,clothing,72,271.06,0.24,2/5/2021,debit card,Katee Birnie,kbirnie5u@feedburner.com,342-887-6307,27678 Division Road,shipped
212,Sharla Jinkinson,Apricots - Dried,electronics,7,934.73,0.9,7/28/2020,debit card,Rodolfo Gomm,rgomm5v@mashable.com,727-149-4953,6338 Shoshone Court,pending
213,Kristian Rounsivall,Soup - Chicken And Wild Rice,food,83,397.23,0.61,10/8/2021,cash,Virginia Bapty,vbapty5w@opensource.org,713-887-9768,31529 Briar Crest Plaza,delivered
214,Drusilla Lindeman,"Nut - Chestnuts, Whole",food,84,498.72,0.01,11/16/2020,cash,Weider Bonnavant,wbonnavant5x@youku.com,337-561-0353,195 Mcbride Pass,delivered
215,Ransom Bannon,Veal - Inside,food,92,380.44,0.64,3/17/2021,cash,Alla Awin,aawin5y@de.vu,642-860-3556,82 Tony Road,pending
216,Brandais Dulton,"Soup - Campbells, Classic Chix",clothing,19,479.71,0.71,8/22/2021,credit card,Marlon Galletley,mgalletley5z@ovh.net,793-183-1814,73 Bay Way,shipped
217,Katerine Blandford,Cut Wakame - Hanawakaba,food,42,540.84,0.63,3/21/2021,credit card,Luke De Zamudio,lde60@surveymonkey.com,588-987-1404,80082 Maywood Drive,delivered
218,Deonne Arguile,"Beer - Alexander Kieths, Pale Ale",electronics,61,457.92,0.36,4/18/2020,debit card,Gabriello Fidock,gfidock61@umich.edu,169-281-8191,5287 Hayes Avenue,pending
219,Mohammed Indge,"Melon - Watermelon, Seedless",food,96,300.78,0.71,6/7/2021,debit card,Vance Jovicevic,vjovicevic62@elpais.com,205-964-2865,19 Artisan Place,delivered
220,Nikki Massingberd,Duck - Whole,clothing,79,467.51,0.56,1/2/2021,debit card,Dunstan Merry,dmerry63@google.it,468-733-3444,76 David Circle,shipped
221,Trina Swynfen,Chicken - Wieners,electronics,79,348.09,0.03,5/6/2021,debit card,Ulick Gratten,ugratten64@hud.gov,236-313-9919,04819 Utah Circle,shipped
222,Gradey Spradbrow,"Pork - Loin, Bone - In",clothing,100,64.36,0.63,9/4/2021,debit card,Dmitri Rowly,drowly65@yahoo.co.jp,231-115-3172,73 Heath Parkway,shipped
223,Jeni Goranov,Cape Capensis - Fillet,electronics,75,731.95,0.05,3/6/2020,debit card,Karmen Mccaull,kmccaull66@businessweek.com,134-571-0155,94482 Ludington Trail,shipped
224,Noach Jarrad,Sugar - Invert,food,6,490.5,0.73,1/24/2021,credit card,Raymund Haselup,rhaselup67@arstechnica.com,775-999-2833,4526 Magdeline Trail,shipped
225,Maximilian Burdytt,Muffin Batt - Ban Dream Zero,food,24,397.8,0.51,7/30/2021,cash,Coreen Castane,ccastane68@bbc.co.uk,199-377-0601,7519 South Circle,pending
226,Issie Guidone,Veal - Slab Bacon,food,18,958.58,0.96,8/18/2020,credit card,Sisile O'Teague,soteague69@ycombinator.com,251-351-8035,68 Alpine Way,delivered
227,Christiane Andriveaux,"Juice - Cranberry, 341 Ml",clothing,50,784.12,0.68,5/2/2020,cash,Jacquelynn Goodlip,jgoodlip6a@amazon.co.jp,889-287-3966,74950 Walton Place,pending
228,Kimmi Clemens,"Pork - Back, Long Cut, Boneless",clothing,47,185.37,0.52,11/20/2021,credit card,Germaine Glew,gglew6b@uol.com.br,454-492-3343,533 Holy Cross Parkway,pending
229,Bradly Rishworth,Phyllo Dough,electronics,89,870.87,0.14,3/18/2021,debit card,Cassy Spilsted,cspilsted6c@blogger.com,529-565-5086,4 New Castle Avenue,shipped
230,Lora Sandells,Trueblue - Blueberry,food,73,45.7,0.89,9/10/2021,debit card,Katha Horstead,khorstead6d@scientificamerican.com,882-549-5435,20099 Michigan Lane,delivered
231,Janeczka Teggin,Container Clear 8 Oz,food,29,685.88,0.42,11/7/2020,cash,Antin MacTrustie,amactrustie6e@scientificamerican.com,314-794-2823,11347 Morrow Point,delivered
232,Hirsch Reynoollds,Cheese - Wine,food,49,545.55,0.42,9/19/2021,cash,Hube Yitzowitz,hyitzowitz6f@patch.com,831-643-2419,77 Clarendon Drive,shipped
233,Demetria Bessent,Veal - Ground,clothing,37,363.6,0.67,3/11/2021,cash,Fina Bucklan,fbucklan6g@wikia.com,291-377-1410,78240 Marcy Place,delivered
234,Hodge De Robertis,Coffee - Decafenated,food,54,564.41,0.18,7/19/2021,debit card,Corby Pulfer,cpulfer6h@1688.com,967-469-8064,5405 Crest Line Alley,delivered
235,Hube Richen,Cups 10oz Trans,clothing,6,613.17,0.01,12/26/2020,cash,Mireille O'Growgane,mogrowgane6i@histats.com,888-864-2963,68384 Farwell Pass,delivered
236,Brendan Parrington,V8 - Vegetable Cocktail,clothing,15,331.08,0.61,9/6/2020,debit card,Prentiss Sillito,psillito6j@apple.com,539-554-1343,3 Birchwood Way,shipped
237,Indira Lyard,"Wine - Saint - Bris 2002, Sauv",electronics,56,334.92,0.31,1/9/2020,debit card,Cameron Wardington,cwardington6k@stanford.edu,138-139-2866,64 Lunder Park,pending
238,Britt Hatwell,Mangoes,electronics,14,674.78,0.42,8/9/2021,debit card,Beret Minot,bminot6l@soup.io,748-915-2942,27956 Pearson Alley,shipped
239,Jennine Pargiter,Longos - Chicken Wings,food,41,66.99,0.62,1/24/2020,debit card,Henry Mingo,hmingo6m@google.nl,664-360-6437,770 School Plaza,shipped
240,Percival Esslemont,"Soup - Knorr, French Onion",electronics,34,258.66,0.02,12/7/2021,cash,Patti Knowles,pknowles6n@dailymotion.com,999-397-7100,72 Texas Hill,pending
241,Joletta Hovell,Pork - Suckling Pig,food,1,218.69,0.36,3/19/2020,credit card,Jackelyn Saunier,jsaunier6o@epa.gov,359-105-2054,845 Blue Bill Park Terrace,pending
242,Carney Zuker,Sultanas,food,93,414.37,0.56,2/26/2021,credit card,Dale Tapton,dtapton6p@dyndns.org,527-707-7156,18 Nelson Terrace,delivered
243,Andris Janowski,Garam Masala Powder,food,67,130.99,0.04,4/22/2021,cash,Englebert Purshouse,epurshouse6q@foxnews.com,346-941-2876,720 Westport Pass,delivered
244,Lyndsie Denholm,Pepper Squash,electronics,82,290.25,0.83,7/15/2021,debit card,Aurthur MacAnellye,amacanellye6r@fema.gov,936-509-1377,044 Fair Oaks Avenue,pending
245,Gawain Blastock,Tea - Herbal I Love Lemon,food,35,450.65,0.36,11/26/2020,debit card,Lyn St. Leger,lst6s@oakley.com,331-374-9361,866 Pawling Terrace,pending
246,Crosby Lafont,Cassis,food,85,386.82,0.68,9/26/2021,credit card,Massimiliano Bangham,mbangham6t@weather.com,943-213-7519,84 Mitchell Court,pending
247,Ryun Corkell,Lamb - Sausage Casings,electronics,97,992.39,0.33,9/9/2020,debit card,Marylou Siggers,msiggers6u@skyrock.com,360-219-6117,41 Butterfield Park,delivered
248,Vanya Hattrick,Anisette - Mcguiness,food,66,80.97,0.4,5/9/2021,cash,Tabb Vize,tvize6v@reverbnation.com,192-300-7066,1 Forster Pass,delivered
249,Gardiner Choppin,Bread - 10 Grain Parisian,electronics,88,176.85,0.41,12/29/2021,debit card,Trefor Coakley,tcoakley6w@indiegogo.com,171-260-5034,8 Texas Trail,pending
250,Dolph Edden,"Pasta - Penne, Lisce, Dry",clothing,13,288.28,0.32,8/30/2020,credit card,Minni Sarson,msarson6x@stanford.edu,506-252-2053,0 Anniversary Center,shipped
251,Zea Bucke,Bar - Granola Trail Mix Fruit Nut,food,95,290.41,0.62,3/6/2021,debit card,Elfreda Sier,esier6y@hhs.gov,873-242-1754,47 Mosinee Terrace,shipped
252,Vania Borris,Sponge Cake Mix - Vanilla,food,84,621.36,0.94,4/16/2020,cash,Sayers Brunt,sbrunt6z@unc.edu,970-127-6661,25046 Longview Court,pending
253,Nickolas Tzuker,"Chocolate - Milk, Callets",food,18,882,0.59,10/30/2020,credit card,Regen Sarton,rsarton70@pbs.org,549-614-6368,1154 Prairieview Road,shipped
254,Margarete Royl,Beef - Prime Rib Aaa,food,19,50.85,0.53,2/21/2020,credit card,Ronny Lewnden,rlewnden71@nih.gov,580-667-5100,152 Farragut Lane,shipped
255,Wenona Ambroix,Baking Soda,clothing,74,667.43,0.26,2/1/2020,credit card,Shannen Essery,sessery72@chicagotribune.com,273-743-7598,3 Bartelt Road,pending
256,Loni Hacquard,Cookie - Dough Variety,clothing,58,344.09,0.6,11/20/2020,cash,Glen Chaperlin,gchaperlin73@biblegateway.com,984-218-9749,9944 Barnett Crossing,delivered
257,Shelden Miskin,Venison - Striploin,food,31,638.4,0.04,3/22/2021,debit card,Marshall Tonepohl,mtonepohl74@timesonline.co.uk,302-942-7926,95 Nova Circle,delivered
258,Olav Jullian,Amaretto,clothing,60,920.03,1,10/24/2020,credit card,Velma Duggan,vduggan75@spiegel.de,653-664-3810,79300 Monument Way,shipped
259,Erasmus Concklin,"Pasta - Orzo, Dry",electronics,50,302.94,0.2,11/12/2021,cash,Tiffy Innerstone,tinnerstone76@nhs.uk,156-157-5037,20328 Cascade Plaza,pending
260,Owen Tansley,Fuji Apples,clothing,30,259.83,0.63,8/23/2021,cash,Bell Lutwyche,blutwyche77@a8.net,834-928-3030,51 Anzinger Crossing,pending
261,Perceval Howbrook,"Juice - Cranberry, 341 Ml",electronics,10,725.96,0.09,11/4/2021,cash,Misti MacVicar,mmacvicar78@usatoday.com,755-451-0302,148 Veith Alley,shipped
262,Ricard Tredger,Wine - Manischewitz Concord,food,30,801.82,0.69,3/6/2020,debit card,Ring Hawkyens,rhawkyens79@ca.gov,162-379-2891,0 Graceland Drive,delivered
263,Symon Lambal,Egg Patty Fried,clothing,82,259.69,0.03,12/29/2021,cash,Loydie Scyner,lscyner7a@harvard.edu,282-672-3822,7443 Green Ridge Street,pending
264,Marten Wellstood,Compound - Pear,food,19,392.34,0.06,4/15/2020,debit card,Michell Piet,mpiet7b@example.com,413-636-7222,59112 School Park,pending
265,Sena Campes,Gingerale - Diet - Schweppes,clothing,39,343.55,0.26,2/23/2020,cash,Arlina Reilinger,areilinger7c@google.com.au,737-960-6713,16010 Corscot Crossing,delivered
266,Allsun Pynner,Carrots - Mini Red Organic,electronics,53,748.46,0.98,3/11/2021,debit card,Arnoldo Piscopiello,apiscopiello7d@uiuc.edu,251-678-2201,3 Morningstar Parkway,delivered
267,Latrina Grevatt,"Wine - Cahors Ac 2000, Clos",food,21,62.02,0.3,6/26/2020,debit card,Dick MacEveley,dmaceveley7e@facebook.com,259-277-1761,53529 Fisk Alley,pending
268,Yorgos Abrahams,Buttons,electronics,38,758.07,0.43,3/27/2020,credit card,Orelia Gawthrop,ogawthrop7f@dell.com,916-841-4467,45 Harper Hill,delivered
269,Lutero Cawthron,Syrup - Kahlua Chocolate,electronics,40,347.89,0.95,2/16/2020,credit card,Jules Spataro,jspataro7g@ft.com,575-543-6295,091 Chive Pass,delivered
270,Pammi Jarrelt,Oil - Coconut,electronics,45,73.09,0.58,1/29/2020,credit card,Glyn Leary,gleary7h@state.gov,840-415-5838,8 Becker Terrace,delivered
271,Lucien Maginot,"Pasta - Detalini, White, Fresh",food,56,425.37,0.21,3/25/2021,cash,Hoebart Cudiff,hcudiff7i@biglobe.ne.jp,804-800-1128,40 Sutherland Drive,pending
272,Pippa McPhaden,Water Chestnut - Canned,clothing,83,535.33,0.56,3/17/2020,cash,Christin Hourstan,chourstan7j@ihg.com,496-616-4513,8453 Division Drive,pending
273,Dwight Hanning,Soup - Campbells Asian Noodle,electronics,42,767.23,0.27,12/10/2021,debit card,Milzie Tohill,mtohill7k@eepurl.com,345-915-2474,9 Oneill Hill,pending
274,Carina Pead,Lady Fingers,food,57,558.99,0.71,7/5/2020,credit card,Rubin Woodman,rwoodman7l@twitter.com,387-895-3746,856 Saint Paul Parkway,pending
275,Rebekkah Moquin,"Nut - Almond, Blanched, Ground",food,95,145.37,0.14,8/7/2021,cash,Constanta Shulem,cshulem7m@pinterest.com,435-579-3401,765 Reinke Lane,pending
276,Irwin Sickamore,Mousse - Banana Chocolate,food,22,96.99,0.44,7/4/2021,debit card,Beulah Moyce,bmoyce7n@umn.edu,720-234-5550,3230 Lien Terrace,pending
277,Lyon Rushbury,Coffee Caramel Biscotti,food,64,226.18,0.31,1/23/2021,debit card,Aurelia Daniaud,adaniaud7o@addthis.com,793-902-6553,3122 Kenwood Park,delivered
278,Joellyn Skippon,Tea - Lemon Green Tea,food,35,179.77,0.23,1/3/2021,cash,Genevieve Kynman,gkynman7p@purevolume.com,533-636-6383,350 Huxley Trail,shipped
279,Ranique Raymond,Bacardi Limon,clothing,92,466.93,0.34,8/31/2020,credit card,Dallas Leroy,dleroy7q@purevolume.com,106-258-3397,38788 Sunfield Hill,pending
280,Zack Bessett,Jack Daniels,food,83,740.73,0.69,4/8/2021,credit card,Aubry Jurczak,ajurczak7r@apple.com,514-978-3257,876 Maryland Park,pending
281,Ravi Stent,"Soup - Knorr, Veg / Beef",food,1,678.77,0.17,1/11/2020,debit card,Mable Barosch,mbarosch7s@cdc.gov,261-372-6322,17256 Commercial Parkway,pending
282,Kristofer Ferney,Sausage - Andouille,clothing,88,17.77,0.37,7/30/2020,cash,Dorothy Orr,dorr7t@admin.ch,906-658-6867,8954 Clyde Gallagher Center,pending
283,Devinne MacKeogh,"Wine - Red, Black Opal Shiraz",electronics,73,425.5,0.88,2/13/2020,cash,Felike Hanrahan,fhanrahan7u@technorati.com,664-278-6852,4841 Lighthouse Bay Lane,shipped
284,Cori Corbert,Skirt - 24 Foot,electronics,71,825.31,0.32,12/21/2020,credit card,Cheri Karslake,ckarslake7v@cornell.edu,330-271-5802,61950 Haas Trail,shipped
285,Rosanna Erwin,Beans - Fava Fresh,clothing,70,274.62,0.62,2/1/2021,cash,Catharina Simione,csimione7w@smh.com.au,401-498-4983,20807 Declaration Alley,delivered
286,Rene Halliberton,Pepper - Red Thai,clothing,63,781.75,0.82,1/4/2021,credit card,Chaunce Roman,croman7x@homestead.com,329-891-6547,1992 Stone Corner Lane,delivered
287,Devlen Goad,Chips - Assorted,electronics,85,555.41,0.79,4/18/2021,debit card,Beatrix Joblin,bjoblin7y@home.pl,717-183-7213,46917 Arkansas Court,delivered
288,Ax Reuss,Pastry - Apple Muffins - Mini,clothing,22,41.02,0.57,12/31/2020,cash,Beryle Cahillane,bcahillane7z@imageshack.us,281-384-3790,33 Merchant Lane,pending
289,Thorstein Knappitt,"Nut - Hazelnut, Ground, Natural",food,38,543.67,0.78,12/2/2020,cash,Lorin Cracie,lcracie80@amazonaws.com,583-772-0247,161 Daystar Pass,shipped
290,Tory Strongitharm,Lamb - Shanks,food,32,573.08,0.58,5/8/2021,cash,Vincenz Ottery,vottery81@thetimes.co.uk,383-656-4091,614 Maryland Terrace,shipped
291,Farr Sarsons,Cheese - Brie,electronics,55,341.92,0.91,9/5/2021,credit card,Carry Kinchin,ckinchin82@google.ru,285-379-9840,43 Lakewood Gardens Hill,delivered
292,Gottfried Gawkes,Pomello,food,35,267.29,0.46,11/25/2021,cash,Silvanus Barrabeale,sbarrabeale83@jimdo.com,596-143-8809,0 Northview Point,delivered
293,Alphard Buscher,Arizona - Green Tea,food,32,41.08,0.99,9/7/2021,debit card,Aymer Leven,aleven84@angelfire.com,241-148-5370,224 Kim Hill,shipped
294,Mikaela Setterington,Bread Base - Italian,clothing,5,321.44,0.32,1/5/2020,credit card,Elyn Dewhurst,edewhurst85@nymag.com,455-603-1446,6 Toban Alley,shipped
295,Bancroft Carlos,Muffin - Blueberry Individual,clothing,90,556.36,0.63,3/25/2021,debit card,Willy Cracker,wcracker86@devhub.com,302-186-5816,54 Kinsman Plaza,pending
296,Coleen Kenlin,"Doilies - 7, Paper",electronics,68,864.65,0.89,6/12/2021,debit card,Alyssa Armor,aarmor87@ameblo.jp,873-459-0505,4583 Tomscot Park,delivered
297,Dennie Lemmers,Appetiser - Bought,food,36,453.3,0.83,5/24/2020,credit card,Ketty Snadden,ksnadden88@ifeng.com,812-842-1081,77 Rutledge Trail,shipped
298,Frasier Pietroni,Gatorade - Cool Blue Raspberry,electronics,41,727.11,0.36,6/17/2021,cash,Dene Triswell,dtriswell89@earthlink.net,482-512-6331,37191 Summit Road,shipped
299,Kare Scurman,"Pasta - Fettuccine, Dry",electronics,78,975.75,0.31,10/28/2021,cash,Claribel Kubalek,ckubalek8a@state.gov,742-497-3411,15074 Boyd Terrace,delivered
300,Alia Gagen,Lettuce - Baby Salad Greens,clothing,27,891.31,0.83,12/17/2021,cash,Kip Piatkow,kpiatkow8b@barnesandnoble.com,654-459-9750,2297 Jackson Crossing,pending
